ingredient_seq,ingredient_code,ingredient_name
1507,M080707,황백엑스
1508,M080711,2-페녹시에탄올
1509,M080715,청색4호
1510,M080724,황색4호알루미늄레이크
1511,M080725,글리세롤베헤네이트
1512,M080726,푸마르산
1513,M080729,디에칠아민크로모카르브
1514,M080739,관동화
1515,M080745,노회엑스
1516,M080751,판세라제SS
1517,M080761,염산나록손
1518,M080765,에토휘브레이트
1519,M080768,히드로클로르치아지드
1520,M080772,적색5호
1521,M080779,염산도부타민
1522,M080791,스피아민트향
1523,M080794,저실자
1524,M080797,디엘염산카르니틴
1525,M080799,게라니올
1526,M080800,소자
1527,M080803,폴리소르베이트60
1528,M080813,적색4호
1529,M080817,세스퀴올레인산소르비탄
1530,M080829,P-아미노안식향산(PABA)
1531,M080835,인삼건조엑스
1532,M080844,소목
1533,M080845,아니스유
1534,M080852,초코렛향
1535,M080863,포비돈25000
1536,M080864,포비돈700000
1537,M080879,은행엽엑스
1538,M080883,피로아황산나트륨
1539,M080891,카보머940
1540,M080901,폴리에칠렌글리콜10000
1541,M080903,설글리코타이드
1542,M080913,로코트염산피리독신
1543,M080916,암시노나이드
1544,M080954,알파화전분
1545,M081002,"16베타-메틸-1,4-프레그나딘-11알파,17알파21니트리올-3,20디온-21-카브"
1546,M081003,팜유
1547,M081016,디옥틸호박산유황나트륨과안식향산나트륨혼합물
1548,M081017,아스코르빈산90%과립
1549,M081018,니코틴산아미드99ㆍ5%과립
1550,M081020,시아노코발라민1%
1551,M081021,비오틴1%
1552,M081022,잔탄검
1553,M081030,폴리솔베이트20
1554,M081035,인산
1555,M081037,염산니카르디핀
1556,M081046,트리파미드
1557,M081047,주석산프로티렐린
1558,M081053,수산화마그네슘30%페이스트
1559,M081054,시메치콘30%에멀젼
1560,M081060,염산디페메린
1561,M081066,티오코나졸
1562,M081074,엘카르니틴
1563,M081077,세틸에스테르왁스
1564,M081078,초산마그네슘4수화물
1565,M081083,비오디아스타제2000
1566,M081085,페노프로펜칼슘
1567,M081086,트리메부틴
1568,M081091,돔페리돈
1569,M081095,딜티아젬아시딕폴리머콤플렉스
1570,M081104,황색산화제이철
1571,M081105,폴리옥시에칠렌솔비탄트리스테아레이트
1572,M081111,폴리아크릴산
1573,M081113,에스쿨로시드
1574,M081135,다나졸
1575,M081147,말산클레보프리드
1576,M081151,클로펜틱솔
1577,M081152,생괄루근즙
1578,M081161,크로스포비돈
1579,M081164,지속성질산이소소르비드펠렛
1580,M081165,뉴트럴펠렛
1581,M081173,디히드록시디부틸에텔
1582,M081179,디알파초산토코페롤
1583,M081192,메칠엔에스디아세틸시스테인
1584,M081194,클로자핀
1585,M081195,오로트산시프로헵타딘
1586,M081196,무수데오필린
1587,M081197,엔유-파레일피지20-25멧쉬
1588,M081198,차전자피
1589,M081199,로코트염산피리독신331 3%
1590,M081199,로코트염산피리독신331/3%
1591,M081226,알벤다졸
1592,M081229,인산칼슘
1593,M081231,무수인산일수소나트륨
1594,M081240,디클로르페나미드
1595,M081243,폴리에스텔필름
1596,M081244,부직포
1597,M081250,폴리우레탄필름
1598,M081253,니콜HCO-60
1599,M081259,지방족계탄화수소수지
1600,M081260,합성고무에스비알라텍스
1601,M081265,메타아황산수소나트륨(메타중아황산나트륨)
1602,M081273,메톡살렌
1603,M081277,히알우론산나트륨
1604,M081284,노르플록사신
1605,M081289,건조난백
1606,M081294,알마게이트
1607,M081297,세레노아레펜스지방성스테롤추출물
1608,M081303,알파칼시돌
1609,M081309,스코폴라민
1610,M081315,딸기향
1611,M081322,염산메만틴
1612,M081325,시스플라틴
1613,M081326,에토훼나메이트
1614,M081330,미스트레토우엑스
1615,M081336,염산플루나리진
1616,M081338,초산클로르헥시딘
1617,M081340,사낙타제
1618,M081341,메이세라제
1619,M081342,오리파제2S
1620,M081346,폴리스티렌설폰산칼슘
1621,M081349,옥시벤존
1622,M081361,케토프로펜리신
1623,M081363,무수인산이수소나트륨
1624,M081370,브롬화옥틸로늄
1625,M081371,설파메톡사졸나트륨
1626,M081378,오로트산카르니틴
1627,M081379,항독성간장엑스
1628,M081380,염산아데닌
1629,M081383,카르비마졸
1630,M081384,수산화제이철폴리말토스복염
1631,M081388,아미노카프론산
1632,M081393,센나열매가루
1633,M081396,감국
1634,M081401,복신
1635,M081402,질산이소코나졸
1636,M081403,염산비페리덴
1637,M081410,셀루라제AP3
1638,M081412,탈니플루메이트
1639,M081415,염산프로파페논
1640,M081416,초산아연
1641,M081420,크림향
1642,M081426,프라노프로펜
1643,M081430,케라틴
1644,M081434,와파린나트륨
1645,M081436,히노키치올
1646,M081440,파인미크론
1647,M081453,겜피브로질
1648,M081457,글리시리진산디칼륨
1649,M081458,포수테르핀
1650,M081460,만형자
1651,M081462,진교
1652,M081467,시메치콘유제
1653,M081480,미녹시딜
1654,M081496,사과산
1655,M081503,염산시스테인
1656,M081504,규소수지
1657,M081505,철분
1658,M081511,자완
1659,M081512,상엽
1660,M081526,베르벤나초
1661,M081527,프리무라화
1662,M081528,루미시스아세토사초
1663,M081529,삼부시화
1664,M081531,철단백추출물
1665,M081534,P-옥시안식향산메칠나트륨
1666,M081535,P-옥시안식향산프로필나트륨
1667,M081536,바클로펜
1668,M081543,니코란딜
1669,M081550,캅토프릴
1670,M081551,스테아릴푸마르산나트륨
1671,M081559,에스아데노실엘메치오닌설페이트피톨루엔설폰네이트
1672,M081562,코바마미드(코엔자임비12)
1673,M081566,베타시클로덱스트린
1674,M081567,허브향
1675,M081569,아시클로버
1676,M081571,염산클렌부테롤
1677,M081574,염화제일주석2수화물
1678,M081578,이소플루란
1679,M081580,펠로디핀과립4ㆍ79%
1680,M081581,마늘유동엑스
1681,M081583,정제대두유
1682,M081584,정제난황레시친
1683,M081620,발로플록사신
1684,M081627,글라이신
1685,M081630,라울디모니움하이드로리지드애니멀콜라겐
1686,M081634,니모디핀
1687,M081639,오플록사신
1688,M081648,염산툴로부테롤
1689,M081653,파모티딘
1690,M081654,바키늄미르틸루스엑스
1691,M081683,푸마르산포르모테롤
1692,M081691,클로록실레놀
1693,M081694,길초산초산프레드니솔론
1694,M081699,액체포도당
1695,M081701,아로마
1696,M081704,염산베탁솔롤
1697,M081708,글루타랄콘센트레이트
1698,M081709,글루타르알데히드
1699,M081710,히드러스벤조일퍼옥시드
1700,M081720,황산슈도에페드린
1701,M081721,무수황산칼슘
1702,M081729,메칠스테아레이트
1703,M081742,트리중쇄지방산글리세린
1704,M081743,염산메피바카인
1705,M081747,아즈트레오남
1706,M081748,멸균아르기닌
1707,M081764,구아라나향
1708,M081776,아스피린장용과립
1709,M081793,질려자
1710,M081799,수소화피마자유
1711,M081800,로이코보린칼슘(칼슘폴리네이트)
1712,M081803,인산일수소나트륨7수화물
1713,M081804,티록사폴
1714,M081813,미결정에토돌락
1715,M081819,푸마르산케토티펜
1716,M081823,세레신
1717,M081824,라우레스-23
1718,M081826,플록사머188
1719,M081835,브롬페리돌
1720,M081837,아스파탐
1721,M081842,무수유당
1722,M081847,분말백당
1723,M081861,염산도치에핀
1724,M081863,타목시펜시트레이트
1725,M081867,파라-메톡시아세토페논
1726,M081871,글리세로인산마그네슘
1727,M081873,프로필렌글리콜알기네이트
1728,M081874,디엘사과산
1729,M081881,클로파지민
1730,M081883,경질지방
1731,M081887,콜레스티라민레진
1732,M081897,황산아만타딘
1733,M081899,센나엽가루
1734,M081907,알라닌
1735,M081910,센나열매엑스
1736,M081919,아디핀산디이소프로필
1737,M081923,백수오
1738,M081926,에토포시드
1739,M081931,시클로덱스트린액
1740,M081934,미리스틸알콜
1741,M081938,건조비타민E50%
1742,M081946,타우로리딘
1743,M081950,도큐세이트나트륨
1744,M081951,메탄설폰산페플록사신
1745,M081954,세바신산디부틸
1746,M081956,플루벤다졸
1747,M081957,데이터없음
1748,M081961,염산프라조신
1749,M081968,구연산타목시펜
1750,M081970,칼슘에데트산디나트륨
1751,M081972,프로메스트리엔
1752,M081975,상어간유
1753,M081978,알로에엑스
1754,M081980,염산부스피론
1755,M081982,피라지노부타존
1756,M081987,알긴산나트륨
1757,M081990,박하향분말
1758,M082002,퍼퓸크림45
1759,M082008,에몰파존
1760,M082011,올레일알코올
1761,M082012,헥실렌글리콜
1762,M082018,브롬화베쿠로니움
1763,M082019,디이소프로필아디페이트
1764,M082021,메타크레솔디스틸드
1765,M082024,구연산디펜히드라민
1766,M082027,"1,3-부틸렌글리콜"
1767,M082029,목근피틴크
1768,M082031,말레인산프로글루메타신
1769,M082033,글리시레틴산
1770,M082036,염산날부핀
1771,M082037,클로스트리디움부티리쿰미아이리2-588균
1772,M082041,실리카
1773,M082045,디크로랄페나존
1774,M082046,이소메텝턴뮤케이트
1775,M082059,말레인산에날라프릴
1776,M082061,퀴누프라민
1777,M082062,액상라놀린
1778,M082070,판푸로신SS
1779,M082071,판크레아틴장용과립
1780,M082075,구기자유동엑스
1781,M082079,라이트카올린
1782,M082081,플로로글루신
1783,M082086,테녹시캄
1784,M082087,디발프로엑스나트륨
1785,M082089,디아세틸레이티드모노글리세리드
1786,M082091,생지황즙
1787,M082093,시네올
1788,M082098,계피유동엑스
1789,M082099,진피엑스
1790,M082101,황련유동엑스
1791,M082102,감초추출분말
1792,M082103,창출유동엑스
1793,M082104,건강유동엑스
1794,M082106,인삼유동엑스
1795,M082109,알긴산프로필렌글리콜
1796,M082110,오이스터쉘파우더
1797,M082112,오파그로스
1798,M082118,린트포
1799,M082128,염산미안세린
1800,M082130,엔아세틸-엘티로신
1801,M082140,칼리디노게나제
1802,M082142,미소프로스톨
1803,M082147,도지
1804,M082159,산화에칠렌
1805,M082160,마그네슘알루미늄실리케이트
1806,M082162,알로에베라겔
1807,M082173,무수황산나트륨
1808,M082177,호박산이나트륨
1809,M082182,나트륨
1810,M082187,브롬화이프라트로피움일수화물
1811,M082190,황색산화철
1812,M082204,글리세로인산칼슘
1813,M082213,분말활성탄
1814,M082226,자감초
1815,M082234,디엘피로리돈카르본산나트륨액
1816,M082235,디엘피로리돈카르본산나트륨
1817,M082245,핀넨
1818,M082246,캄펜
1819,M082247,펜콘
1820,M082249,멘톨
1821,M082262,활성탄
1822,M082263,트리올레인산소르비탄
1823,M082265,스트로베리미크론
1824,M082267,요오드산칼륨
1825,M082272,디오스민
1826,M082274,살카토닌
1827,M082291,에칠렌디아민테트라초산디나트륨
1828,M082293,에탄올아민
1829,M082300,치모모둘린
1830,M082302,부티르산클로베타손
1831,M082306,디소디움에티드로네이트
1832,M082309,아세트아미노펜제피세립
1833,M082312,니트렌디핀
1834,M082315,푸루오코틴부틸에스테르
1835,M082316,소합유
1836,M082318,소르비탄스테아레이트
1837,M082323,판크레아스
1838,M082326,소디움히드로설파이트
1839,M082328,로이신
1840,M082332,야자경화유
1841,M082339,인산이나트륨12수화물
1842,M082341,제일인산칼륨
1843,M082344,오이게놀
1844,M082346,무이라푸아마목부엑스
1845,M082349,요힘베피엑스
1846,M082350,프로포폴
1847,M082356,글루타치온
1848,M082359,"메타아크릴산디메칠아미노에칠,메타아크릴산메칠코폴리머"
1849,M082366,과산화수소수35%
1850,M082379,엔아세틸엘시스테인
1851,M082381,드링크후레바
1852,M082382,당귀주세
1853,M082386,안티포움에이ㆍ에프ㆍ유제
1854,M082390,덱스판테놀
1855,M082392,엘리신일수화물
1856,M082395,세이지유
1857,M082399,경질탄산마그네슘
1858,M082400,카라멜향
1859,M082408,염산알킬디아미노에칠글리신액
1860,M082411,시계초열매향
1861,M082418,말토덱스트린
1862,M082422,염화석사메토늄
1863,M082424,디알파호박산토코페롤
1864,M082427,백색소프트파라핀
1865,M082428,피제움아프리카늄엑스
1866,M082437,이염화이불화메탄
1867,M082443,세프피라미드나트륨
1868,M082449,카디오리핀
1869,M082450,무수에탄올
1870,M082454,염산시프로프록사신
1871,M082455,스테비오사이드
1872,M082473,테프레논
1873,M082480,달맞이꽃종자유
1874,M082484,고형지방
1875,M082486,프로필렌글리콜지방산에스테르
1876,M082487,파마브롬
1877,M082489,모노스테아린산폴리에칠렌글리콜
1878,M082502,초산나트륨삼수화물
1879,M082504,식방풍
1880,M082512,멜릴로투스엑스
1881,M082513,돼지뇌추출가수분해물
1882,M082516,염산바미필린
1883,M082517,건강가루
1884,M082518,작약가루
1885,M082524,페노베린
1886,M082526,오리파아제4S
1887,M082529,비파엽
1888,M082533,무수황산마그네슘
1889,M082540,유두라짓
1890,M082542,글리세롤
1891,M082547,실리콘
1892,M082548,아스피린제피세립(아세틸살리실산제피세립)
1893,M082552,이미다졸리디닐우레아
1894,M082557,파극천
1895,M082562,수소화식물유
1896,M082563,노회가루
1897,M082564,센나가루
1898,M082565,대황가루
1899,M082577,청색1호알루미늄레이크
1900,M082579,비오디아스타제1000
1901,M082580,비오디아스민F-100
1902,M082581,폴리옥실40히드로겐네이티드캐스터오일
1903,M082585,인산일수소나트륨이수화물
1904,M082587,소르비탄모노스테아레이트60
1905,M082590,폴리아크릴산나트륨
1906,M082591,메타인산나트륨
1907,M082592,티미딘
1908,M082600,이미페넴
1909,M082607,미세결정셀룰로오스
1910,M082608,에버나모닌
1911,M082610,호미카엑스
1912,M082611,당약말
1913,M082615,로코트질산치아민331/3%
1914,M082621,게스토덴
1915,M082623,겐티아나가루
1916,M082624,건조비타민A초산염
1917,M082625,건조콜레칼시페롤
1918,M082626,건조초산토코페롤50%
1919,M082631,감초엑스말
1920,M082634,길경가루
1921,M082636,건조에르고칼시페롤
1922,M082639,글리실글리신
1923,M082649,니메술리드
1924,M082659,글리세롤팔미토스테아레이트
1925,M082663,글루카메타신
1926,M082676,디에칠렌트리아민
1927,M082679,디메치콘1000
1928,M082682,딸기분말향
1929,M082685,건조비타민D3(콜레칼시페롤)Type100CWS
1930,M082686,건조비타민E50%TYPESD
1931,M082687,디보르네올
1932,M082696,동클로로필
1933,M082697,디아세레인
1934,M082700,덱사메타손인산나트륨
1935,M082701,디엘말레인산클로르페니라민
1936,M082703,라타니아틴크
1937,M082705,라스베리향
1938,M082710,로코트리보플라빈331/3%
1939,M082712,리파제AP6
1940,M082720,록시스로마이신
1941,M082721,레몬라임향
1942,M082724,로라타딘
1943,M082725,레몬미크론
1944,M082727,감초엑스산
1945,M082729,글루콘산아연
1946,M082730,감초건조엑스
1947,M082733,몰약틴크
1948,M082737,미사인
1949,M082740,목단피가루
1950,M082744,메실산가벡세이트
1951,M082746,모려가루
1952,M082747,에데트산테트라소디움염
1953,M082748,미리스틴산옥틸도데실
1954,M082757,산탄검
1955,M082760,복령가루
1956,M082761,인삼가루
1957,M082762,분말레몬향
1958,M082763,바나나미크론
1959,M082769,바나나엣센스
1960,M082773,인삼건조엑스
1961,M082791,석고가루
1962,M082794,실리코나이즈드폴리에스테르테이프
1963,M082795,센나엽
1964,M082797,수소화부분가수분해전분
1965,M082806,수산화알루미늄마그네슘
1966,M082807,사이다오일
1967,M082812,솔비톨액
1968,M082813,사유
1969,M082814,실리콘액350센티스톡스
1970,M082817,인공바나나향
1971,M082821,염화크롬
1972,M082823,아선약가루
1973,M082824,익지인
1974,M082831,엘리신용액50%
1975,M082836,옥소메마진
1976,M082838,오렌지쥬스향
1977,M082844,정향가루
1978,M082845,제피아스코르빈산96%
1979,M082847,질산옥시코나졸
1980,M082849,적색산화제2철
1981,M082850,직타용아스코르빈산
1982,M082852,호화전분
1983,M082857,제피아스코르빈산
1984,M082858,지도부딘
1985,M082860,진피연조엑스
1986,M082863,적색40호알루미늄레이크
1987,M082868,젤라틴MFG
1988,M082871,체리엣센스
1989,M082872,치오구아닌
1990,M082873,췌장단백분해효소
1991,M082875,초산셀룰로오스
1992,M082880,청색2호알루미늄레이크
1993,M082881,친유형모노스테아린산글리세린
1994,M082882,차전초유동엑스
1995,M082884,초산토코페롤50%산
1996,M082889,창출가루
1997,M082899,카모밀레틴크
1998,M082905,칼시트리올
1999,M082909,크롬함유건조효모
2000,M082911,크로모글리크산나트륨
2001,M082912,카르복시메칠셀룰로오즈나트륨
2002,M082916,코리안더유
2003,M082926,글루타치온(환원형)
2004,M082927,용담가루
2005,M082930,택사가루
2006,M082938,트라넥사민산
2007,M082956,폴리에칠렌글리콜3350
2008,M082960,폴리에스테르테이프
2009,M082962,파인애플향
2010,M082969,프로피온산베클로메타손
2011,M082973,펀치향
2012,M082974,폴리프로필렌필름
2013,M082978,데스코트산화아연50%
2014,M082980,폴리옥실40경화피마자유
2015,M082981,플라스티베이스
2016,M082983,황백가루(황벽가루)
2017,M082984,후추가루
2018,M082985,황산망간일수화물
2019,M082986,회향가루
2020,M082987,황련가루
2021,M082989,황색5호알루미늄레이크
2022,M083005,황백연조엑스
2023,M083007,향부자가루
2024,M083016,오렌지코톤
2025,M083017,알기닌
2026,M083020,에스라제
2027,M083038,요구르트후레바
2028,M083040,아스코르빈산97%과립
2029,M083055,강암모니아수
2030,M083057,글루코노델타락톤
2031,M083062,간장농축엑스
2032,M083064,글리세린85%
2033,M083067,과염소산70%
2034,M083069,글루타민
2035,M083071,계피알데히드
2036,M083074,결정인산이수소나트륨
2037,M083079,인산이수소나트륨이수화물
2038,M083081,귀판
2039,M083083,고화방지분당
2040,M083093,그레이프후레바
2041,M083101,낙산리보플라빈
2042,M083107,난황레시틴
2043,M083109,니코틴산이노시톨
2044,M083116,니프라딜롤
2045,M083117,농축사과과즙(72Brix)
2046,M083123,고목가루
2047,M083130,"메타아크릴산,아크릴산에칠코폴리머"
2048,M083134,모노스테아린산소르빈탄
2049,M083138,메타아크릴산아크릴산부틸공중합체
2050,M083140,미세정제플라보노이드분획물
2051,M083150,디메치콘20
2052,M083153,디소르비톨액70%
2053,M083160,베타카로틴
2054,M083172,라미프릴
2055,M083173,리파제(사이켄)100
2056,M083174,로커스트콩검
2057,M083176,락톨로오즈농축액
2058,M083181,메타크릴산코폴리머
2059,M083185,속미
2060,M083187,수산화나트륨액
2061,M083188,시아노코발라민0ㆍ1%
2062,M083195,아크리바스틴
2063,M083196,세파드록실
2064,M083205,감초엑스
2065,M083217,5-플루오로우라실
2066,M083238,아보카도-소야불검화물의추출물
2067,M083240,에토돌락
2068,M083244,위령선
2069,M083248,디클로페낙
2070,M083249,이산화티타늄
2071,M083251,알리벤돌
2072,M083252,인산이수소나트륨일수화물
2073,M083257,이소소르비드5모노니트레이트90%
2074,M083258,이소소르비드5모노니트레이트
2075,M083265,플록사머
2076,M083268,스파플록사신
2077,M083269,플로로글루시놀
2078,M083284,포비돈케이25
2079,M083286,폴리옥시에칠렌피마자유
2080,M083287,플라스틱필름
2081,M083288,프로필렌카보네이트
2082,M083310,세네가유동엑스
2083,M083314,두충30%에탄올유동엑스
2084,M083318,디펜히드라민씨트레이트
2085,M083323,두충엽
2086,M083325,디말레인산클로르페니라민
2087,M083326,대두레시틴
2088,M083333,에칠로플라제페이트
2089,M083340,수소첨가식물유
2090,M083349,디클로페낙베타디메칠아미노에탄올
2091,M083351,등심초
2092,M083356,덱스트레이트
2093,M083365,데소게스트렐
2094,M083381,디프로피온산알클로메타손
2095,M083386,드링크엣센스
2096,M083387,대황건조엑스
2097,M083392,로바스타틴
2098,M083397,젖산나트륨액60%
2099,M083400,로키타마이신
2100,M083403,라일락S-356
2101,M083405,라이트미네랄오일
2102,M083409,로즈유
2103,M083421,라우릴황산마그네슘
2104,M083422,레비스티근
2105,M083423,로즈마리엽
2106,M083424,레몬후레바
2107,M083437,베실산암로디핀
2108,M083445,실리콘코팅폴리에스테르필름
2109,M083458,글리세롤인산마그네슘50%
2110,M083466,만델산벤질
2111,M083467,메실산독사조신
2112,M083482,맥아유
2113,M083490,말레인산카르비녹사민서방성과립
2114,M083492,무수황산동
2115,M083498,묽은황산
2116,M083500,메칠메치오닌설포늄클로라이드
2117,M083504,무피로신
2118,M083507,메타아크릴산ㆍ메타아크릴산메칠코폴리머60
2119,M083508,비페닐디메칠디카르복실레이트
2120,M083509,마스킹후레바
2121,M083515,에르고칼시페롤과립
2122,M083517,멘톨
2123,M083520,미결정납
2124,M083521,몰식자산프로필
2125,M083530,미결정셀룰로오스와카르복시메칠셀룰로오스나트륨혼합물
2126,M083531,미디움체인트리글리세라이드
2127,M083538,바시트라신아연
2128,M083540,비오디아스타제500
2129,M083542,부틸히드록시톨루엔
2130,M083547,발프로산
2131,M083555,백당과립
2132,M083558,백출엑스
2133,M083560,벨라돈나엑스
2134,M083568,비오타미라제1500
2135,M083570,펠비낙
2136,M083571,변성에탄올
2137,M083575,부틸오르소발레레이트
2138,M083577,비스벤티아민
2139,M083595,페퍼민트향네프코피0551
2140,M083596,부소맥
2141,M083600,복숭아향
2142,M083605,버터스카치향
2143,M083613,세픽심
2144,M083616,사인가루
2145,M083617,세네가가루
2146,M083624,세파제돈나트륨
2147,M083633,수용성폴렌엑스
2148,M083634,세파드록실일수화물
2149,M083645,삼칠
2150,M083646,스코폴리아엑스3배산
2151,M083647,수산화알루미늄탄산마그네슘혼합건조겔
2152,M083648,스페로이드형염산프로프라놀롤
2153,M083652,수산화알루미늄
2154,M083653,설파살라진
2155,M083668,스피카에유
2156,M083672,실리콘수지HK-15A
2157,M083678,아젤라인산
2158,M083696,이미드우레아
2159,M083697,오메프라졸장용성과립
2160,M083698,오메프라졸
2161,M083704,울금가루
2162,M083712,우방자
2163,M083714,염산티자니딘
2164,M083718,염산플루옥세틴
2165,M083719,에데트산칼슘이나트륨
2166,M083720,염산테라조신
2167,M083721,염소이온
2168,M083725,"엘글루타민산,엘리신염(1:1)2수화물"
2169,M083726,옥사토마이드
2170,M083733,이트라코나졸제피과립
2171,M083734,이트라코나졸
2172,M083744,염화제1주석
2173,M083748,염화마그네슘ㆍ6수화물
2174,M083749,염화칼슘이수화물
2175,M083754,라우릴황산트리에탄올아민
2176,M083756,주사용정제수
2177,M083769,지용성폴렌엑스
2178,M083776,진피틴크
2179,M083783,자하거엑스
2180,M083798,질산부토코나졸
2181,M083799,정향유조합향
2182,M083804,자당
2183,M083814,전겔화전분
2184,M083827,천연고무라텍스
2185,M083836,청상자
2186,M083839,총목근피
2187,M083861,오렌지파우더후레바
2188,M083862,인도부펜
2189,M083872,카르보머934
2190,M083875,카보머1342
2191,M083878,큐티나씨비에스
2192,M083879,테오필린서방형입자
2193,M083880,티볼론
2194,M083887,트립프토판
2195,M083890,메살라진
2196,M083891,미결정셀룰로오즈101
2197,M083902,캄파
2198,M083906,카르복시비닐폴리머
2199,M083925,레바미피드
2200,M083932,카르본
2201,M083934,이스라디핀
2202,M083936,카라멜후레버
2203,M083947,콜로이드성이산화규소
2204,M083949,파텐트블루V
2205,M083950,콜라향
2206,M083955,크로스카멜로오스나트륨A형
2207,M083961,코코아파우더알칼라이즈드TYPE250-DP-11
2208,M083966,필수인지질성물질
2209,M083978,티로신
2210,M083983,텔핀레진(YㆍS레진)
2211,M083984,아스코르빈산칼슘
2212,M083986,트리에칠시트레이트
2213,M083993,트록시피드
2214,M083996,트리에칠렌글리콜
2215,M084006,트라가칸타가루
2216,M084007,타르타르산
2217,M084012,트리카프릴린
2218,M084022,황산아연일수화물
2219,M084030,함수이산화규소
2220,M084032,히포파에람노이데스엑스
2221,M084036,P-피페리딜아세틸아미노안식향산에칠
2222,M084043,플라빈아데닌디뉴클레오티드나트륨
2223,M084049,표준화된동결건조균체용해물
2224,M084060,설포뮤코폴리사카라이드
2225,M084062,프로자임6
2226,M084063,프레드니카르베이트
2227,M084065,포름알데히드
2228,M084067,프롤린(L체)
2229,M084070,프로필렌글리콜4000
2230,M084076,폴리에칠렌필름
2231,M084078,폴라크릴린칼륨
2232,M084084,피록시캄칼륨
2233,M084096,프로필렌글리콜6000
2234,M084099,파인애플향
2235,M084100,복숭아후레바
2236,M084105,프라바스타틴나트륨
2237,M084110,피로아황산칼륨
2238,M084115,효모엑스
2239,M084116,합성옥시토신
2240,M084118,호박산디알파토코페롤
2241,M084124,황산히드록시클로로퀸
2242,M084130,혼합과일향
2243,M084137,효모추출물
2244,M084154,플루코나졸
2245,M084167,허벌엣센스
2246,M084176,황산이세파마이신
2247,M084178,히드록시벤조일안식향산프로녹스디아진
2248,M084179,홍화유
2249,M084181,황금가루
2250,M084200,1N수산화칼륨
2251,M084230,50%초산토코페롤
2252,M084231,염산피리독신33 1 3%
2253,M084231,염산피리독신33 1/3%
2254,M084233,올레인산글리세롤
2255,M084243,오렌지후레바
2256,M084246,위텝솔S-58
2257,M084248,염화망간
2258,M084253,이성화당55
2259,M084258,아트로핀
2260,M084259,아세트산
2261,M084260,유화왁스
2262,M084274,염산티로프라미드
2263,M084276,염화벤잘코늄액
2264,M084277,오파드라이YS-1-7003
2265,M084283,암페낙나트륨
2266,M084296,암브록솔
2267,M084299,염산에피루비신
2268,M084303,용담유동엑스
2269,M084340,이게팔CO-530
2270,M084346,아조세미드
2271,M084349,오파드라이Y-1-7000
2272,M084355,음양곽35%에탄올엑스
2273,M084362,센토리초
2274,M084364,스트렙토코카스페칼리스비아이오4알균
2275,M084366,상황균사체엑스
2276,M084368,오파드라이클리어YS-1-7006
2277,M084369,시라자
2278,M084374,세프미녹스나트륨
2279,M084381,염산아젤라스틴
2280,M084382,에토피브레이트서방형과립
2281,M084389,오파드라이OY-S-7223
2282,M084397,알라톤983에스
2283,M084402,스트로베리후레바
2284,M084405,세푸록심악세틸
2285,M084408,생로얄제리
2286,M084418,염산엘시스테인
2287,M084423,알로에
2288,M084429,울금엑스
2289,M084435,액상과당
2290,M084437,알루미늄마그네슘실리케이트
2291,M084448,아스코르빈산97%
2292,M084466,딸기향엣센스
2293,M084469,데속시콜린산
2294,M084473,민트엣센스
2295,M084475,맥아물엿
2296,M084476,메실산브로모크립틴
2297,M084478,무수테오필린
2298,M084480,모노디아세틸레이티드모노글리세라이드
2299,M084482,부데소니드
2300,M084484,바나나향85509H
2301,M084491,박하엣센스
2302,M084495,아스코르빈산칼슘97%과립
2303,M084497,계피30%에탄올유동엑스
2304,M084502,염산암브록솔서방형펠렛혼합물
2305,M084504,에칠렌글리콜모노메칠에테르
2306,M084509,염산시클레타닌
2307,M084511,의이인엑스
2308,M084512,아라셀165
2309,M084515,건조옥수수전분
2310,M084516,글루코스액
2311,M084526,글루콘산클로르헥시딘
2312,M084527,계지가용골모려탕엑스
2313,M084529,건조인산일수소나트륨
2314,M084545,간장농축물
2315,M084546,간장분획물2
2316,M084549,건조초산레티놀
2317,M084552,골든시럽향
2318,M084553,강세트리마이드40%용액
2319,M084554,과라나연조엑스
2320,M084556,갈근탕엑스
2321,M084567,녹용50%에탄올유동엑스
2322,M084569,남천실30%에탄올유동엑스
2323,M084571,디엘알파초산토코페롤
2324,M084573,디아세칠화모노글리세리드
2325,M084576,독시사이클린
2326,M084579,덱사메타손프로피오네이트
2327,M084583,녹용60%에탄올틴크
2328,M084585,니카졸TS-620
2329,M084590,나부메톤
2330,M084591,낙산히드로코르티손
2331,M084600,디클로페낙칼륨
2332,M084602,디옥타헤드랄스멕타이트
2333,M084603,마늘엑스
2334,M084604,마늘가루
2335,M084605,몰리브덴함유건조효모
2336,M084608,미결정데프라자코르트
2337,M084613,마늘건조엑스
2338,M084627,부시라민
2339,M084628,박리지
2340,M084636,세포니시드나트륨
2341,M084637,세테아릴옥타노에이트
2342,M084648,사과엣센스
2343,M084650,소팔콘
2344,M084660,우황60%에탄올틴크
2345,M084664,아스피린장용피입자
2346,M084676,리마프로스트알파-시클로덱스트린포접화합물
2347,M084680,루론딘
2348,M084685,분별야자유
2349,M084687,메칠파라벤
2350,M084690,메타중아황산나트륨
2351,M084691,미결정셀룰로오스102
2352,M084694,마크로골120메칠글루코스디올레이트
2353,M084696,마크로골20000
2354,M084697,맥문동30%에탄올유동엑스
2355,M084703,케토롤락트로메타민
2356,M084707,크롬함유건조효모
2357,M084713,미삼엑스
2358,M084724,미결정왁스
2359,M084728,베지터블카본
