dca_seq,dca_name,relation_seq,dca_avoid_desc,dca_avoid,avoid_seq
1519,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,2485
1520,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,3076
1521,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에스시탈로프람,8527
1522,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에스시탈로프람,11515
1523,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",할로페리돌,558
1524,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",할로페리돌,3158
1525,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",메퀴타진,699
1526,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",미졸라스틴,3348
1527,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",목시플록사신,3510
1528,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",목시플록사신,9950
1529,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",목시플록사신,9952
1530,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",닐로티닙,10127
1531,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",펜타미딘,12671
1532,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",라도티닙,10929
1533,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",리스페리돈,2642
1534,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",리스페리돈,4289
1535,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",소타롤,23
1536,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",트라조돈염산염,1468
1537,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",트라조돈염산염,9681
1538,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",아타자나비르,10055
1539,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",아타자나비르,13084
1540,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",드로네다론,10068
1541,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,800
1542,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,1700
1543,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,6254
1544,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,7706
1545,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,9991
1546,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,11458
1547,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에바스틴,12150
1548,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,122
1549,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,123
1550,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,124
1551,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,145
1552,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,7843
1553,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,7844
1554,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,7845
1555,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,7846
1556,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,10562
1557,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,11505
1558,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",에리트로마이신,11884
1559,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",레보플록사신,2540
1560,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",레보플록사신,2967
1561,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",레보플록사신,10400
1562,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",옥사토마이드,2169
1563,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",프루칼로프라이드,11364
1564,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",리토나비르,12254
1565,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",리토나비르,12253
1566,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",반데타닙,11748
1567,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",아지트로마이신,2486
1568,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",아지트로마이신,7712
1569,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",아지트로마이신,10333
1570,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",비칼루타미드,3132
1571,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",비칼루타미드,12182
1572,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",시탈로프람,2478
1573,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",데가렐릭스,11682
1574,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",아나그렐리드,9754
1575,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",삼산화비소,10223
1576,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",베다퀼린,12202
1577,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",핀골리모드,10679
1578,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",그라니세트론,3767
1579,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",그라니세트론,9467
1580,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",그라니세트론,9725
1581,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",그라니세트론,11111
1582,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",아미설프리드,3119
1583,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",클래리트로마이신,2566
1584,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",클래리트로마이신,2801
1585,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",클래리트로마이신,4860
1586,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",클래리트로마이신,7725
1587,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",클래리트로마이신,7868
1588,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",클래리트로마이신,9572
1589,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",클래리트로마이신,11597
1590,돔페리돈,2543,"강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",다루나비르,12134
1591,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",돌라세트론,4839
1592,돔페리돈,2543,"강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",인디나빌,8720
1593,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",아미오다론,25
1594,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",시프로플록사신,1870
1595,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",시프로플록사신,3537
1596,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",시프로플록사신,4022
1597,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",시프로플록사신,7828
1598,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",시프로플록사신,8909
1599,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",이트라코나졸,2170
1600,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",이트라코나졸,2171
1601,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",이트라코나졸,3700
1602,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",이트라코나졸,6056
1603,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",이트라코나졸,6066
1604,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",벤라팍신,2851
1605,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",벤라팍신,3560
1606,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",벤라팍신,6589
1607,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",벤라팍신,8840
1608,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",벤라팍신,8850
1609,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",벤라팍신,8851
1610,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",벤라팍신,8906
1611,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",온단세트론,2737
1612,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",온단세트론,2944
1613,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",온단세트론,7719
1614,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",온단세트론,11880
1615,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",토레미펜,3170
1616,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",토레미펜,9785
1617,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",토레미펜,11353
1618,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",지프라시돈,10474
1619,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",팔리페리돈,7549
1620,돔페리돈,2543,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",팔리페리돈,10267
1621,이소소르비드,2551,혈관확장작용 증가로 저혈압 효과 상승,실데나필,3167
1622,이소소르비드,2551,혈관확장작용 증가로 저혈압 효과 상승,실데나필,10776
1623,이소소르비드,2551,혈관확장작용 증가로 저혈압 효과 상승,실데나필,10844
1624,클래리트로마이신,2566,,콜키신,3602
1625,클래리트로마이신,2566,콜키신에 대한 노출 증가 가능,콜키신,3602
1626,클래리트로마이신,2566,"pimozide의 혈중농도 상승, QT연장",피모지드,1378
1627,클래리트로마이신,2566,심실부정맥(Torsade de pointes),미졸라스틴,3348
1628,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오헥솔,3074
1629,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이옥사글린산,2533
1630,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오프로마이드,2535
1631,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오메프롤,2864
1632,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오파미돌,2526
1633,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,8
1634,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,3019
1635,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,11895
1636,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,14676
1637,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오비트리돌,2751
1638,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,아이오다이즈드오일,12237
1639,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,3359
1640,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,6017
1641,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,7722
1642,메트포르민,2603,기능적 신부전에 의해 유산 산성증 촉진,이오트로란,3176
1643,디클로페낙,2628,,케토롤락,2355
1644,디클로페낙,2628,,케토롤락,7724
1645,디히드로에르고타민,2636,"혈압상승 및 맥각독성(혈관경련, 말단 및 기타조직 허혈)",알모트립탄,10648
1646,디히드로에르고타민,2636,혈압상승 및 맥각독성(말초혈관수축 증가)의 위험성 증가,프로바트립탄,9669
1647,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,367
1648,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,469
1649,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,470
1650,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,3476
1651,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,7842
1652,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,7864
1653,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,7865
1654,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,8803
1655,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",클래리트로마이신,2566
1656,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",클래리트로마이신,2801
1657,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",클래리트로마이신,4860
1658,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",클래리트로마이신,7725
1659,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",클래리트로마이신,7868
1660,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",클래리트로마이신,9572
1661,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",클래리트로마이신,11597
1662,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",로피나비르,12253
1663,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",로피나비르,12254
1664,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",포사코나졸,11563
1665,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",아지트로마이신,2486
1666,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",아지트로마이신,7712
1667,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",아지트로마이신,10333
1668,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",텔리트로마이신,3820
1669,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",텔리트로마이신,6802
1670,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",텔리트로마이신,8809
1671,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)위험증가",록시트로마이신,1940
1672,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)위험증가",록시트로마이신,5336
1673,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)위험증가",록시트로마이신,7684
1674,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)위험증가",록시트로마이신,7773
1675,디히드로에르고타민,2636,"맥각독성(혈관경련, 말단 및 기타조직 허혈)위험증가",록시트로마이신,9057
1676,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",이트라코나졸,2170
1677,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",이트라코나졸,2171
1678,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",이트라코나졸,3700
1679,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",이트라코나졸,6056
1680,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",이트라코나졸,6066
1681,디히드로에르고타민,2636,"혈압 상승 및 에르고티즘(말초혈관수축 증가, 경련, 사지허혈) 위험 증가",수마트립탄,3192
1682,디히드로에르고타민,2636,"혈압 상승 및 에르고티즘(말초혈관수축 증가, 경련, 사지허혈) 위험 증가",수마트립탄,9774
1683,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",보리코나졸,55
1684,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",보리코나졸,4898
1685,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,122
1686,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,123
1687,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,124
1688,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,145
1689,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,7843
1690,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,7844
1691,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,7845
1692,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,7846
1693,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,10562
1694,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,11505
1695,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에리트로마이신,11884
1696,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",에파비렌즈,3012
1697,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",인디나빌,8720
1698,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",넬피나비어,2960
1699,디히드로에르고타민,2636,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",리토나비르,12254
1700,디히드로에르고타민,2636,"상가적인 혈관수축반응, 현저한 혈압상승",졸미트립탄,3526
1701,리스페리돈,2642,,에피네프린,377
1702,리스페리돈,2642,,에피네프린,471
1703,리스페리돈,2642,,에피네프린,3864
1704,리스페리돈,2642,,에피네프린,10425
1705,라미부딘,2648,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V) 변이를 통한 바이러스 내성 - 항바이러스 효과 감소",엠트리시타빈,9
1706,라미부딘,2648,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V) 변이를 통한 바이러스 내성 - 항바이러스 효과 감소",엠트리시타빈,10173
1707,라미부딘,2648,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V) 변이를 통한 바이러스 내성 - 항바이러스 효과 감소",엠트리시타빈,10967
1708,라미부딘,2648,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V) 변이를 통한 바이러스 내성 - 항바이러스 효과 감소",엠트리시타빈,28
